Table 11,,,,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,,,,
"by State by State, Tribal, and Other Agencies, 2015",,,,,,,,,,,,,,
State,State/Tribal/Other Agencies,Unit/Office,"Violent crime","Murder andnonnegligentmanslaughter","Rape(reviseddefinition)1","Rape(legacydefinition)2",Robbery,"Aggravatedassault","Propertycrime",Burglary,"Larceny-theft","Motorvehicletheft",Arson3,
,Delaware County District Attorney,Criminal Investigation Division,9,0,0,,0,9,2,0,2,0,0,
,Delaware County Park,,44,0,1,,1,42,113,1,112,0,0,
,Erie Municipal Airport Authority,,0,0,0,,0,0,0,0,0,0,0,
,Fort Indiantown Gap,,0,0,0,,0,0,6,2,4,0,0,
,Harrisburg International Airport,,0,0,0,,0,0,4,0,1,3,0,
,Lehigh Valley International Airport,,1,0,0,,0,1,12,2,5,5,0,
,Westmoreland County Park,,6,0,0,,0,6,4,0,4,0,0,
RHODE ISLANDÐState Agencies,Department of Environmental Management,,0,0,0,,0,0,30,1,29,0,3,
,Rhode Island State Airport,,0,0,0,,0,0,33,1,23,9,0,
,Rhode Island State Police Headquarters,,25,1,15,,1,8,67,3,48,16,0,
,State Police:,Chepachet,5,0,3,,0,2,17,0,13,4,0,
,,Hope Valley,9,0,5,,1,3,49,9,36,4,1,
,,Lincoln,17,0,5,,1,11,70,4,47,19,0,
,,Portsmouth,1,0,1,,0,0,6,0,6,0,0,
,,Wickford,3,0,2,,0,1,31,3,23,5,0,
RHODE ISLANDÐTribal Agencies,Narragansett Tribal,,10,0,1,,1,8,2,0,0,2,0,
SOUTH CAROLINAÐState Agencies,Bureau of Protective Services,,0,0,0,,0,0,9,0,9,0,0,
,Department of Mental Health,,0,0,0,,0,0,14,0,12,2,0,
,Department of Natural Resources:,Abbeville County,0,0,0,,0,0,0,0,0,0,0,
,,Aiken County,0,0,0,,0,0,0,0,0,0,0,
,,Allendale County,0,0,0,,0,0,0,0,0,0,0,
,,Anderson County,0,0,0,,0,0,0,0,0,0,0,
,,Bamberg County,0,0,0,,0,0,0,0,0,0,0,
,,Barnwell County,0,0,0,,0,0,0,0,0,0,0,
,,Beaufort County,0,0,0,,0,0,0,0,0,0,0,
,,Berkeley County,0,0,0,,0,0,0,0,0,0,0,
,,Calhoun County,0,0,0,,0,0,0,0,0,0,0,
,,Charleston County,0,0,0,,0,0,0,0,0,0,0,
,,Cherokee County,0,0,0,,0,0,0,0,0,0,0,
,,Chester County,0,0,0,,0,0,0,0,0,0,0,
,,Chesterfield County,0,0,0,,0,0,0,0,0,0,0,
,,Clarendon County,0,0,0,,0,0,0,0,0,0,0,
,,Colleton County,0,0,0,,0,0,0,0,0,0,0,
,,Darlington County,0,0,0,,0,0,0,0,0,0,0,
,,Dillon County,0,0,0,,0,0,0,0,0,0,0,
,,Dorchester County,0,0,0,,0,0,0,0,0,0,0,
,,Edgefield County,0,0,0,,0,0,0,0,0,0,0,
,,Fairfield County,0,0,0,,0,0,0,0,0,0,0,
,,Florence County,0,0,0,,0,0,0,0,0,0,0,
,,Georgetown County,0,0,0,,0,0,0,0,0,0,0,
,,Greenville County,0,0,0,,0,0,0,0,0,0,0,
,,Greenwood County,0,0,0,,0,0,0,0,0,0,0,
,,Hampton County,0,0,0,,0,0,0,0,0,0,0,
,,Horry County,0,0,0,,0,0,0,0,0,0,0,
,,Jasper County,0,0,0,,0,0,0,0,0,0,0,
,,Kershaw County,0,0,0,,0,0,0,0,0,0,0,
,,Lancaster County,0,0,0,,0,0,0,0,0,0,0,
,,Laurens County,0,0,0,,0,0,0,0,0,0,0,
,,Lee County,0,0,0,,0,0,0,0,0,0,0,
,,Lexington County,0,0,0,,0,0,0,0,0,0,0,
,,Marion County,0,0,0,,0,0,0,0,0,0,0,
,,Marlboro County,0,0,0,,0,0,0,0,0,0,0,
,,McCormick County,0,0,0,,0,0,0,0,0,0,0,
,,Newberry County,0,0,0,,0,0,0,0,0,0,0,
,,Oconee County,0,0,0,,0,0,0,0,0,0,0,
,,Orangeburg County,0,0,0,,0,0,0,0,0,0,0,
,,Pickens County,0,0,0,,0,0,0,0,0,0,0,
,,Richland County,0,0,0,,0,0,0,0,0,0,0,
,,Saluda County,0,0,0,,0,0,0,0,0,0,0,
,,Spartanburg County,0,0,0,,0,0,0,0,0,0,0,
,,Sumter County,0,0,0,,0,0,0,0,0,0,0,
,,Union County,0,0,0,,0,0,0,0,0,0,0,
,,Williamsburg County,0,0,0,,0,0,0,0,0,0,0,
,,York County,0,0,0,,0,0,0,0,0,0,0,
,Forestry Commission: ,Abbeville County,0,0,0,,0,0,0,0,0,0,0,
,,Aiken County,0,0,0,,0,0,0,0,0,0,0,
,,Allendale County,0,0,0,,0,0,0,0,0,0,1,
,,Anderson County,0,0,0,,0,0,0,0,0,0,0,
,,Bamberg County,0,0,0,,0,0,1,0,1,0,0,
,,Barnwell County,0,0,0,,0,0,0,0,0,0,0,
,,Beaufort County,0,0,0,,0,0,0,0,0,0,1,
,,Berkeley County,0,0,0,,0,0,0,0,0,0,0,
,,Calhoun County,0,0,0,,0,0,0,0,0,0,0,
,,Charleston County,0,0,0,,0,0,0,0,0,0,0,
,,Cherokee County,0,0,0,,0,0,0,0,0,0,0,
,,Chester County,0,0,0,,0,0,0,0,0,0,0,
,,Chesterfield County,0,0,0,,0,0,0,0,0,0,0,
,,Clarendon County,0,0,0,,0,0,0,0,0,0,3,
,,Colleton County,0,0,0,,0,0,2,0,2,0,0,
,,Darlington County,0,0,0,,0,0,0,0,0,0,0,
,,Dillon County,0,0,0,,0,0,0,0,0,0,0,
,,Dorchester County,0,0,0,,0,0,0,0,0,0,0,
,,Edgefield County,0,0,0,,0,0,0,0,0,0,0,
,,Fairfield County,0,0,0,,0,0,0,0,0,0,0,
,,Florence County,0,0,0,,0,0,0,0,0,0,0,
,,Georgetown County,0,0,0,,0,0,0,0,0,0,1,
,,Greenville County,0,0,0,,0,0,0,0,0,0,0,
,,Greenwood County,0,0,0,,0,0,0,0,0,0,0,
,,Hampton County,0,0,0,,0,0,0,0,0,0,1,
,,Horry County,0,0,0,,0,0,0,0,0,0,3,
,,Jasper County,0,0,0,,0,0,0,0,0,0,2,
,,Kershaw County,0,0,0,,0,0,0,0,0,0,0,
,,Lancaster County,0,0,0,,0,0,0,0,0,0,0,
,,Laurens County,0,0,0,,0,0,0,0,0,0,0,
,,Lee County,0,0,0,,0,0,0,0,0,0,0,
,,Lexington County,0,0,0,,0,0,1,0,1,0,0,
,,Marion County,0,0,0,,0,0,0,0,0,0,0,
,,Marlboro County,0,0,0,,0,0,0,0,0,0,0,
,,McCormick County,0,0,0,,0,0,0,0,0,0,0,
,,Newberry County,0,0,0,,0,0,0,0,0,0,0,
,,Oconee County,0,0,0,,0,0,0,0,0,0,0,
,,Orangeburg County,0,0,0,,0,0,0,0,0,0,0,
,,Pickens County,0,0,0,,0,0,0,0,0,0,0,
,,Richland County,0,0,0,,0,0,3,0,3,0,0,
,,Saluda County,0,0,0,,0,0,0,0,0,0,0,
,,Spartanburg County,0,0,0,,0,0,0,0,0,0,0,
,,Sumter County,0,0,0,,0,0,1,0,1,0,1,
,,Union County,0,0,0,,0,0,0,0,0,0,0,
,,Williamsburg County,0,0,0,,0,0,0,0,0,0,1,
,,York County,0,0,0,,0,0,0,0,0,0,0,
,Highway Patrol:,Abbeville County,0,0,0,,0,0,0,0,0,0,0,
,,Aiken County,0,0,0,,0,0,1,0,0,1,0,
,,Allendale County,0,0,0,,0,0,0,0,0,0,0,
,,Anderson County,0,0,0,,0,0,0,0,0,0,0,
,,Bamberg County,0,0,0,,0,0,0,0,0,0,0,
,,Barnwell County,0,0,0,,0,0,0,0,0,0,0,
,,Beaufort County,0,0,0,,0,0,0,0,0,0,0,
,,Berkeley County,0,0,0,,0,0,1,0,0,1,0,
,,Calhoun County,0,0,0,,0,0,0,0,0,0,0,
,,Charleston County,0,0,0,,0,0,1,0,0,1,0,
,,Cherokee County,0,0,0,,0,0,0,0,0,0,0,
,,Chester County,0,0,0,,0,0,0,0,0,0,0,
,,Chesterfield County,0,0,0,,0,0,0,0,0,0,0,
,,Clarendon County,0,0,0,,0,0,0,0,0,0,0,
,,Colleton County,0,0,0,,0,0,0,0,0,0,0,
,,Darlington County,0,0,0,,0,0,0,0,0,0,0,
,,Dillon County,0,0,0,,0,0,0,0,0,0,0,
,,Dorchester County,0,0,0,,0,0,0,0,0,0,0,
,,Edgefield County,0,0,0,,0,0,0,0,0,0,0,
,,Fairfield County,0,0,0,,0,0,0,0,0,0,0,
,,Florence County,0,0,0,,0,0,1,0,1,0,0,
,,Georgetown County,0,0,0,,0,0,1,0,1,0,0,
,,Greenville County,0,0,0,,0,0,0,0,0,0,0,
,,Greenwood County,0,0,0,,0,0,1,0,0,1,0,
,,Hampton County,0,0,0,,0,0,0,0,0,0,0,
,,Horry County,0,0,0,,0,0,2,0,0,2,0,
,,Jasper County,1,0,0,,0,1,0,0,0,0,0,
,,Kershaw County,0,0,0,,0,0,1,0,0,1,0,
,,Lancaster County,0,0,0,,0,0,0,0,0,0,0,
,,Laurens County,0,0,0,,0,0,0,0,0,0,0,
,,Lee County,0,0,0,,0,0,0,0,0,0,0,
,,Lexington County,0,0,0,,0,0,1,0,1,0,0,
,,Marion County,0,0,0,,0,0,0,0,0,0,0,
,,Marlboro County,0,0,0,,0,0,0,0,0,0,0,
,,McCormick County,0,0,0,,0,0,0,0,0,0,0,
,,Newberry County,0,0,0,,0,0,0,0,0,0,0,
,,Oconee County,0,0,0,,0,0,0,0,0,0,0,
,,Orangeburg County,0,0,0,,0,0,1,0,0,1,0,
,,Pickens County,0,0,0,,0,0,0,0,0,0,0,
,,Richland County,0,0,0,,0,0,0,0,0,0,0,
,,Saluda County,0,0,0,,0,0,0,0,0,0,0,
,,Spartanburg County,0,0,0,,0,0,0,0,0,0,0,
,,Sumter County,0,0,0,,0,0,0,0,0,0,0,
,,Union County,0,0,0,,0,0,0,0,0,0,0,
,,Williamsburg County,0,0,0,,0,0,0,0,0,0,0,
,,York County,0,0,0,,0,0,2,0,0,2,0,
,South Carolina Division of Public Railways,,0,0,0,,0,0,0,0,0,0,0,
,South Carolina School for the Deaf and Blind,,0,0,0,,0,0,0,0,0,0,0,
,State Museum,,0,0,0,,0,0,0,0,0,0,0,
,State Ports Authority,,0,0,0,,0,0,0,0,0,0,0,
,State Transport Police:,Abbeville County,0,0,0,,0,0,0,0,0,0,0,
,,Aiken County,0,0,0,,0,0,0,0,0,0,0,
,,Allendale County,0,0,0,,0,0,0,0,0,0,0,
,,Anderson County,0,0,0,,0,0,0,0,0,0,0,
,,Bamberg County,0,0,0,,0,0,0,0,0,0,0,
,,Barnwell County,0,0,0,,0,0,0,0,0,0,0,
,,Beaufort County,0,0,0,,0,0,0,0,0,0,0,
,,Berkeley County,0,0,0,,0,0,0,0,0,0,0,
,,Calhoun County,0,0,0,,0,0,0,0,0,0,0,
,,Charleston County,0,0,0,,0,0,0,0,0,0,0,
,,Cherokee County,0,0,0,,0,0,0,0,0,0,0,
,,Chester County,0,0,0,,0,0,0,0,0,0,0,
,,Chesterfield County,0,0,0,,0,0,0,0,0,0,0,
,,Clarendon County,0,0,0,,0,0,0,0,0,0,0,
,,Colleton County,0,0,0,,0,0,0,0,0,0,0,
,,Darlington County,0,0,0,,0,0,0,0,0,0,0,
,,Dillon County,0,0,0,,0,0,0,0,0,0,0,
,,Dorchester County,0,0,0,,0,0,0,0,0,0,0,
,,Edgefield County,0,0,0,,0,0,0,0,0,0,0,
,,Fairfield County,0,0,0,,0,0,0,0,0,0,0,
,,Florence County,0,0,0,,0,0,0,0,0,0,0,
,,Georgetown County,0,0,0,,0,0,0,0,0,0,0,
,,Greenville County,0,0,0,,0,0,0,0,0,0,0,
,,Greenwood County,0,0,0,,0,0,0,0,0,0,0,
,,Hampton County,0,0,0,,0,0,0,0,0,0,0,
,,Horry County,0,0,0,,0,0,0,0,0,0,0,
,,Jasper County,0,0,0,,0,0,0,0,0,0,0,
,,Kershaw County,0,0,0,,0,0,0,0,0,0,0,
,,Lancaster County,0,0,0,,0,0,0,0,0,0,0,
,,Laurens County,0,0,0,,0,0,0,0,0,0,0,
,,Lee County,0,0,0,,0,0,0,0,0,0,0,
,,Lexington County,0,0,0,,0,0,0,0,0,0,0,
,,Marion County,0,0,0,,0,0,0,0,0,0,0,
,,Marlboro County,0,0,0,,0,0,0,0,0,0,0,
,,McCormick County,0,0,0,,0,0,0,0,0,0,0,
,,Newberry County,0,0,0,,0,0,0,0,0,0,0,
,,Oconee County,0,0,0,,0,0,0,0,0,0,0,
,,Orangeburg County,0,0,0,,0,0,0,0,0,0,0,
,,Pickens County,0,0,0,,0,0,0,0,0,0,0,
,,Richland County,0,0,0,,0,0,0,0,0,0,0,
,,Saluda County,0,0,0,,0,0,0,0,0,0,0,
,,Spartanburg County,0,0,0,,0,0,0,0,0,0,0,
,,Sumter County,0,0,0,,0,0,0,0,0,0,0,
,,Union County,0,0,0,,0,0,0,0,0,0,0,
,,Williamsburg County,0,0,0,,0,0,0,0,0,0,0,
,,York County,0,0,0,,0,0,0,0,0,0,0,
,United States Department of Energy,Savannah River Plant,1,0,0,,0,1,22,1,21,0,0,
SOUTH CAROLINAÐOther Agencies,15th Circuit Drug Enforcement Unit,,0,0,0,,0,0,0,0,0,0,0,
,Charleston County Aviation Authority,,1,0,0,,0,1,33,2,26,5,0,
,Columbia Metropolitan Airport,,1,0,0,,1,0,8,0,5,3,0,
,Greenville Hospital,,8,0,0,,1,7,86,0,84,2,0,
,Greenville-Spartanburg International Airport,,0,0,0,,0,0,13,0,10,3,0,
,Lexington County Medical Center,,2,0,1,,0,1,48,1,46,1,0,
SOUTH DAKOTAÐState Agencies,Division of Criminal Investigation,,3,2,1,,0,0,2,1,1,0,0,
,South Dakota Highway Patrol,,8,0,0,,1,7,10,1,3,6,0,
SOUTH DAKOTAÐTribal Agencies,Cheyenne River Tribal,,234,1,11,,0,222,25,11,1,13,5,
,Crow Creek Tribal,,58,0,9,,0,49,80,21,50,9,,
,Lower Brule Tribal,,35,0,3,,1,31,61,22,28,11,10,
TENNESSEEÐState Agencies,Alcoholic Beverage Commission,,0,0,0,,0,0,0,0,0,0,0,
,Department of Correction ,Internal Affairs,20,1,1,,1,17,0,0,0,0,0,
,Department of Safety,,34,0,0,,0,34,85,0,13,72,0,
,State Fire Marshal,,0,0,0,,0,0,0,0,0,0,2,
,State Park Rangers:,Bicentennial Capitol Mall,1,0,0,,1,0,2,0,2,0,0,
,,Big Hill Pond,0,0,0,,0,0,1,0,1,0,0,
,,Big Ridge,0,0,0,,0,0,0,0,0,0,0,
,,Bledsoe Creek,0,0,0,,0,0,0,0,0,0,0,
,,Booker T. Washington,0,0,0,,0,0,0,0,0,0,0,
,,Burgess Falls Natural Area,0,0,0,,0,0,0,0,0,0,0,
,,Cedars of Lebanon,0,0,0,,0,0,7,0,7,0,0,
,,Chickasaw,0,0,0,,0,0,1,0,1,0,0,
,,Cove Lake,0,0,0,,0,0,2,0,2,0,0,
,,Cumberland Mountain,0,0,0,,0,0,2,1,1,0,0,
,,Cumberland Trail,0,0,0,,0,0,5,0,4,1,0,
,,Cummins Falls,0,0,0,,0,0,0,0,0,0,0,
,,David Crockett,0,0,0,,0,0,1,0,1,0,0,
,,Davy Crockett Birthplace,0,0,0,,0,0,1,0,1,0,0,
,,Dunbar Cave Natural Area,0,0,0,,0,0,1,0,1,0,0,
,,Edgar Evins,0,0,0,,0,0,2,1,1,0,0,
,,Fall Creek Falls,0,0,0,,0,0,10,0,10,0,0,
,,Fort Loudon State Historic Park,0,0,0,,0,0,0,0,0,0,0,
,,Fort Pillow State Historic Park,0,0,0,,0,0,0,0,0,0,0,
,,Frozen Head Natural Area,0,0,0,,0,0,0,0,0,0,1,
,,Harpeth Scenic Rivers,0,0,0,,0,0,2,0,2,0,0,
,,Harrison Bay,0,0,0,,0,0,9,0,9,0,0,
,,Henry Horton,0,0,0,,0,0,1,0,1,0,0,
,,Hiwassee/Ocoee State Scenic Rivers,0,0,0,,0,0,0,0,0,0,0,
,,Indian Mountain,0,0,0,,0,0,0,0,0,0,0,
,,Johnsonville State Historic Park,0,0,0,,0,0,0,0,0,0,0,
,,Long Hunter,0,0,0,,0,0,17,0,17,0,0,
,,Meeman-Shelby Forest,0,0,0,,0,0,1,0,1,0,1,
,,Montgomery Bell,0,0,0,,0,0,7,0,7,0,0,
,,Mousetail Landing,0,0,0,,0,0,1,0,1,0,0,
,,Natchez Trace,0,0,0,,0,0,0,0,0,0,0,
,,Nathan Bedford Forrest,0,0,0,,0,0,1,0,1,0,0,
,,Norris Dam,0,0,0,,0,0,0,0,0,0,0,
,,Old Stone Fort State Archaeological Park,0,0,0,,0,0,5,0,5,0,0,
,,Panther Creek,0,0,0,,0,0,5,0,5,0,0,
,,Paris Landing,0,0,0,,0,0,2,0,2,0,0,
,,Pickett,0,0,0,,0,0,1,0,1,0,0,
,,Pickwick Landing,0,0,0,,0,0,8,0,8,0,0,
,,Pinson Mounds State Archaeological Park,0,0,0,,0,0,0,0,0,0,0,
,,Radnor Lake Natural Area,0,0,0,,0,0,1,0,1,0,0,
,,Red Clay State Historic Park,0,0,0,,0,0,0,0,0,0,0,
,,Reelfoot Lake,0,0,0,,0,0,0,0,0,0,0,
,,Roan Mountain,0,0,0,,0,0,0,0,0,0,0,
,,Rock Island,1,0,0,,0,1,1,0,1,0,0,
,,Seven Islands Birding Park,0,0,0,,0,0,2,0,2,0,0,
,,Sgt. Alvin C. York,0,0,0,,0,0,0,0,0,0,0,
,,South Cumberland Recreation Area,0,0,0,,0,0,1,0,1,0,0,
,,Standing Stone,0,0,0,,0,0,1,0,1,0,0,
,,Sycamore Shoals State Historic Park,0,0,0,,0,0,1,0,1,0,0,
,,Tim's Ford,0,0,0,,0,0,1,0,1,0,0,
,,T.O. Fuller,0,0,0,,0,0,1,0,1,0,0,
,,Warrior's Path,0,0,0,,0,0,1,0,1,0,0,
,TennCare Office of Inspector General,,0,0,0,,0,0,0,0,0,0,0,
,Tennessee Bureau of Investigation,,5,3,1,,0,1,6,0,6,0,0,
,Tennessee Department of Revenue,Special Investigations Unit,0,0,0,,0,0,0,0,0,0,0,
,Wildlife Resources Agency:,Region 3,0,0,0,,0,0,0,0,0,0,0,
,,Region 4,0,0,0,,0,0,0,0,0,0,0,
TENNESSEEÐOther Agencies,7th Judicial District Crime Task Force,,0,0,0,,0,0,0,0,0,0,0,
,Chattanooga Housing Authority,,2,0,0,,0,2,0,0,0,0,0,
,Chattanooga Metropolitan Airport,,0,0,0,,0,0,2,2,0,0,0,
,Dickson City Park Ranger Division,,0,0,0,,0,0,1,0,1,0,0,
,Drug Task Force:,1st Judicial District,0,0,0,,0,0,0,0,0,0,0,
,,2nd Judicial District,0,0,0,,0,0,0,0,0,0,0,
,,3rd Judicial District,0,0,0,,0,0,0,0,0,0,0,
,,4th Judicial District,0,0,0,,0,0,2,0,2,0,0,
,,5th Judicial District,0,0,0,,0,0,0,0,0,0,0,
,,8th Judicial District,0,0,0,,0,0,0,0,0,0,0,
,,10th Judicial District,2,0,0,,1,1,0,0,0,0,0,
,,14th Judicial District,0,0,0,,0,0,0,0,0,0,0,
,,15th Judicial District,0,0,0,,0,0,0,0,0,0,0,
,,17th Judicial District,0,0,0,,0,0,0,0,0,0,0,
,,18th Judicial District,0,0,0,,0,0,0,0,0,0,0,
,,19th Judicial District,0,0,0,,0,0,0,0,0,0,0,
,,21st Judicial District,0,0,0,,0,0,0,0,0,0,0,
,,22nd Judicial District,0,0,0,,0,0,0,0,0,0,0,
,,24th Judicial District,1,0,0,,0,1,0,0,0,0,0,
,,25th Judicial District,0,0,0,,0,0,0,0,0,0,0,
,,27th Judicial District,4,0,0,,0,4,0,0,0,0,0,
,Knoxville Metropolitan Airport,,0,0,0,,0,0,12,0,11,1,0,
,Memphis-Shelby County Airport Authority,,1,0,0,,0,1,118,0,110,8,0,
,Metropolitan Nashville Park Police,,10,0,0,,5,5,128,3,123,2,1,
,Nashville International Airport,,1,0,0,,0,1,59,0,45,14,0,
,Tri-Cities Regional Airport,,0,0,0,,0,0,0,0,0,0,0,
,West Tennessee Violent Crime Task Force,,0,0,0,,0,0,1,0,0,1,0,
TEXASÐOther Agencies,Amarillo International Airport,,0,0,0,,0,0,1,0,1,0,0,
,Dallas-Fort Worth International Airport,,10,0,2,,2,6,644,9,586,49,0,
,Hospital District:,Dallas County,40,0,1,,2,37,322,6,314,2,0,
,,Tarrant County,31,0,1,,1,29,103,0,103,0,0,
,Houston Metropolitan Transit Authority,,0,0,0,,0,0,39,0,31,8,0,
,Independent School District:,Aldine,6,0,0,,6,0,110,33,68,9,1,
,,Alief,68,0,0,,3,65,58,2,48,8,0,
,,Alvin,4,0,1,,0,3,99,2,96,1,0,
,,Angleton,2,0,1,,0,1,16,0,16,0,0,
,,Austin,20,0,1,,9,10,609,43,562,4,2,
,,Barbers Hill,1,0,0,,0,1,5,0,4,1,0,
,,Bay City,0,0,0,,0,0,13,1,12,0,0,
,,Brownsville,88,0,0,,0,88,158,22,136,0,0,
,,Cedar Hill,5,0,0,,1,4,18,3,15,0,0,
,,Columbia-Brazoria,2,0,0,,0,2,34,0,34,0,0,
,,Conroe,21,0,0,,0,21,132,1,131,0,0,
,,East Central,0,0,0,,0,0,0,0,0,0,0,
,,Ector County,36,0,0,,0,36,111,10,97,4,1,
,,Edinburg,2,0,0,,1,1,84,6,78,0,0,
,,El Paso,38,0,4,,3,31,279,36,242,1,0,
,,Floresville,0,0,0,,0,0,8,0,8,0,0,
,,Fort Bend,14,0,1,,4,9,439,8,431,0,1,
,,Galveston,4,0,0,,0,4,14,3,11,0,0,
,,Hallsville,0,0,0,,0,0,6,1,5,0,0,
,,Humble,7,0,2,,2,3,148,0,142,6,0,
,,Judson,1,0,0,,1,0,191,2,189,0,0,
,,Katy,7,0,1,,1,5,273,5,268,0,1,
,,Killeen,4,0,1,,1,2,67,2,65,0,2,
,,Klein,16,0,0,,4,12,57,7,48,2,1,
,,Lyford,0,0,0,,0,0,4,0,4,0,0,
,,Mexia,4,0,0,,0,4,6,1,5,0,0,
,,Midland,8,0,0,,1,7,34,2,31,1,0,
,,Pasadena,9,0,4,,2,3,101,15,79,7,0,
,,Pflugerville,9,0,1,,1,7,61,8,53,0,0,
,,Raymondville,0,0,0,,0,0,4,1,3,0,0,
,,Rio Grande City,7,0,0,,0,7,44,1,43,0,0,
,,Santa Fe,0,0,0,,0,0,19,1,18,0,0,
,,Sealy,1,0,0,,0,1,6,1,5,0,0,
,,Socorro,7,0,0,,0,7,90,9,81,0,0,
,,Spring,37,0,2,,6,29,132,6,122,4,2,
,,Spring Branch,10,0,0,,7,3,53,5,47,1,0,
,,Taft,0,0,0,,0,0,2,0,2,0,0,
,,United,0,0,0,,0,0,14,0,14,0,1,
,Port of Houston Authority,,5,0,0,,0,5,22,0,20,2,0,
UTAHÐState Agencies,Parks And Recreation,,1,0,0,,0,1,170,1,165,4,0,
,Utah Highway Patrol,,53,1,4,,3,45,158,5,120,33,0,
,Wildlife Resources,,4,1,0,,0,3,18,1,12,5,1,
UTAHÐTribal Agencies,Goshute Tribal,,0,0,0,,0,0,2,2,0,0,0,
,Uintah and Ouray Tribal,,16,0,3,,0,13,11,6,5,0,,
UTAHÐOther Agencies,Cache-Rich Drug Task Force,,0,0,0,,0,0,4,2,2,0,0,
,Davis Metropolitan Narcotics Strike Force,,0,0,0,,0,0,0,0,0,0,0,
,Granite School District,,9,0,,0,2,7,267,14,253,0,6,
,Utah County Attorney ,Investigations Division,0,0,,0,0,0,0,0,0,0,0,
,Utah County Major Crimes Task Force,,0,0,,0,0,0,6,0,5,1,0,
,Utah Transit Authority,,30,0,1,,12,17,"2,234",16,"2,129",89,1,
VERMONTÐState Agencies,Capitol Police,,0,0,0,,0,0,0,0,0,0,0,
,Department of Motor Vehicles,,0,0,0,,0,0,0,0,0,0,0,
,Fish and Wildlife Department,Law Enforcement Division,0,0,0,,0,0,0,0,0,0,0,
,State Police: ,Bradford,7,1,0,,0,6,78,32,41,5,0,
,,Brattleboro,5,0,1,,0,4,95,55,38,2,0,
,,Derby,21,0,10,,0,11,192,80,103,9,0,
,,Middlesex,13,0,0,,4,9,227,84,140,3,0,
,,New Haven,15,0,3,,0,12,184,53,107,24,1,
,,Rockingham,7,1,1,,1,4,110,59,45,6,0,
,,Royalton,15,0,2,,3,10,127,49,66,12,1,
,,Rutland,22,0,5,,2,15,250,74,165,11,0,
,,Shaftsbury,11,0,1,,0,10,106,50,48,8,1,
,,St. Albans,19,0,8,,4,7,298,143,135,20,0,
,,St. Johnsbury,15,1,7,,1,6,206,85,115,6,0,
,,Williston,9,1,0,,0,8,188,68,114,6,2,
,Vermont State Police Headquarters,Bureau of Criminal Investigations,0,0,0,,0,0,0,0,0,0,0,
VIRGINIAÐState Agencies,Alcoholic Beverage Control Commission,,0,0,0,,0,0,80,0,80,0,0,
,Central State Hospital,,3,0,0,,0,3,8,0,8,0,0,
,Department of Game and Inland Fisheries ,Enforcement Division,5,0,0,,0,5,10,0,8,2,0,
,State Police: ,Accomack County,5,0,0,,0,5,10,2,6,2,3,
,,Albemarle County,2,0,0,,0,2,6,1,3,2,0,
,,Alexandria,0,0,0,,0,0,2,0,1,1,0,
,,Alleghany County,13,0,0,,0,13,1,0,1,0,0,
,,Amelia County,4,3,0,,0,1,5,0,4,1,0,
,,Amherst County,2,0,0,,0,2,5,0,4,1,0,
,,Appomattox County,2,0,1,,0,1,2,0,2,0,0,
,,Arlington County,1,0,0,,0,1,2,0,1,1,0,
,,Augusta County,7,0,0,,0,7,12,0,10,2,0,
,,Bath County,1,0,1,,0,0,3,0,3,0,0,
,,Bedford County,11,0,0,,0,11,4,0,3,1,0,
,,Bland County,3,1,0,,0,2,8,6,1,1,0,
,,Botetourt County,8,0,0,,0,8,5,0,4,1,0,
,,Bristol,0,0,0,,0,0,1,0,1,0,0,
,,Brunswick County,4,0,0,,0,4,3,1,0,2,0,
,,Buchanan County,3,0,1,,0,2,12,0,8,4,6,
,,Buckingham County,2,0,0,,0,2,4,0,3,1,0,
,,Buena Vista,0,0,0,,0,0,0,0,0,0,0,
,,Campbell County,9,0,0,,0,9,0,0,0,0,0,
,,Caroline County,5,1,0,,1,3,28,1,16,11,2,
,,Carroll County,2,0,0,,0,2,8,2,5,1,1,
,,Charles City County,0,0,0,,0,0,1,0,0,1,2,
,,Charlotte County,0,0,0,,0,0,1,0,1,0,0,
,,Charlottesville,0,0,0,,0,0,2,0,2,0,0,
,,Chesapeake,4,0,1,,0,3,16,0,4,12,0,
,,Chesterfield County,17,0,0,,0,17,10,0,6,4,0,
,,Clarke County,1,0,0,,0,1,1,0,1,0,0,
,,Colonial Heights,2,1,0,,0,1,2,0,0,2,0,
,,Covington,0,0,0,,0,0,2,0,2,0,0,
,,Craig County,1,0,0,,0,1,0,0,0,0,0,
,,Culpeper County,4,0,1,,0,3,1,0,1,0,0,
,,Cumberland County,2,0,1,,0,1,2,0,0,2,0,
,,Danville,0,0,0,,0,0,0,0,0,0,0,
,,Dickenson County,5,1,0,,0,4,3,0,3,0,4,
,,Dinwiddie County,3,0,0,,0,3,5,0,3,2,1,
,,Emporia,1,0,0,,0,1,2,0,1,1,0,
,,Essex County,2,0,0,,0,2,1,0,1,0,0,
,,Fairfax City,0,0,0,,0,0,0,0,0,0,0,
,,Fairfax County,8,0,1,,0,7,12,1,10,1,1,
,,Falls Church,0,0,0,,0,0,0,0,0,0,0,
,,Fauquier County,2,0,0,,0,2,7,0,5,2,0,
,,Floyd County,0,0,0,,0,0,1,0,1,0,0,
,,Fluvanna County,1,0,0,,0,1,0,0,0,0,0,
